Headline,Label
We gave every public employee in the state the freedom to choose whether or not they want to be in a union.,0
Saysproposal to boostteacherpension fundputs no mandate on local government.,0
"Says after Hillary Clinton helped a man accused of raping a 12-year-old, shes seen laughing on two separate occasions, laughing at the girl who was raped.",0
Says Gov. Scott Walker said no to equal pay for equal work for women.,0
Says Hillary Clinton spent 30 days in the hospital in 2012 and appeared wearing glasses that are only for people who have traumatic brain injury.,0
Says the City of Portland alone has 84 public relation representatives on payroll which cost taxpayers over $6.2 million (a year).,0
Says Saddam Hussein had a 10-year relationship with al-Qaida.,0
We know that every 85 visitors create one Florida job.,1
"We understand that this heroin is primarily coming from Mexico, over the border.",1
Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once.,1
"New Jersey today has fewer employees in state government than it had when Christie Whitman left office in January of 2001, and I think thats good. And we did it without any layoffs. We did it through attrition.",0
"Over the past 10 years, the number of people living in Lower Manhattan has nearly doubled. In fact, Lower Manhattan has added more people over the last 10 years than Atlanta, Dallas and Philadelphia combined.",1
The American slave trade caused 5 million deaths or more.,0
"I'm predicting (the Saints) will go not only undefeated, but all the way through the Super Bowl -- something that's never been done before.",0
"We have one of the most expensive General Assemblies, per capita, in the entire country.",1
"Since that famous day in February where the governor campaigned with Barack Obama on behalf of the stimulus program, 211,000 Floridians have lost their jobs.",1
While I was mayor of the city of Providence we had the lowest crime rate in 30 years.,1
"20,000 Kansans lost their health insurance because of (Obamacare).",0
"Once the U.S. government signs a U.N. treaty on conventional arms, ""all U.S. citizens will be subject to those gun laws created by foreign governments.""",0
"Since Obamacare became law, most of our new jobs have been part-time jobs.",0
We have killed lots of innocent people in the state of Texas.,0
"In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence.",1
The Declaration of Independence was written on paper made out of hemp.,0
Jason Carters plan: increase spending by $12.5 billion.,0
"Dan Seals has been running for office since before there were, like, iPods.",0
The Miami Dolphins are the only NFL team in the entire nation that pays property taxes.,0
U.S. Sen. Kay Bailey Hutchison has voted nine separate times to raise the national debt ceiling.,1
Things went wrong with the Medicare prescription D plan that George Bush rolled out.,1
Child care costs in some states now exceed the average price tag for college tuition.,1
[Eighty-five percent] of the funds collected in each county will be redistributed elsewhere -- not spent in the county in which it is collected.,0
Say the ratio of CEO pay to average worker pay in the U.S. is 475 to 1.,0
"More than 100,000 women in Texas have attempted to self-induce abortion in the past year alone.",0
The platform of the Republican Party says deport everybody and to hell with it.,0
14 percent of noncitizens are registered to vote.,0
"\u201CThirty-four percent of Hispanics don\u2019t have any health care at all, don\u2019t have any health insurance.\u201D",1
Says Milwaukee County Executive Chris Abele is a billionaire.,0
State employees will have to pay 100 percent of their pensions and health insurance after 2012.,0
Members of Congress did not have three days to read the bill when the stimulus was rushed into law.,1
On advancing state money for a Formula One race,0
"In 1916, the U.S. government predicted that by the 1940s all paper would come from hemp and that no more trees would need to be cut down.",0
On changing the rules for filibusters on presidential nominees,0
"U.S. forces in Iraq and Afghanistan include a ""few thousand that are still green card holders who are not even citizens of this country.""",1
Obamacare was patterned after (Mitt Romneys) plan in Massachusetts.,1
Georgia has some of the best maintained roads in America.,1
The Paul Ryan budget proposal would leave the country without Medicare.,0
A national organization says Georgia has one of Americas toughest ethics laws.,0
Americas wealthiest 25 percent pay 86 percent of total income taxes. Wealthiest 5 percent pay 60 percent of total income taxes.,1
"Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.",1
Human activity is not causing these dramatic changes to our climate.,0
Says a Lubbock terror suspects alleged plan to use baby dolls to conceal chemical explosives is similar to a 1995 plot to blow up 12 jumbo jets over the Pacific Ocean.,1
Says President Barack Obama has an Environmental Protection Agency proposal that would raise the price of gasoline by 25 cents a gallon.,0
The Texas Constitution still contains Jim Crow provisions about the poll tax and restrictions on women having the right to vote.,0
"If voters agree in November to approve a one-cent sales tax increase, that will give ""Hillsborough County the highest sales tax of all Florida counties.""",1
Says President Bill Clinton did not sign NAFTA.,0
"Health reform will ""give every American the same opportunity"" to buy health insurance the way members of Congress do.",0
Wisconsin ranks 48th out of all 50 states in venture capital investment.,0
If you are a federally licensed gun dealer and your license is revoked because youve engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks.,1
"In New York, when she ran for reelection, she carried 58 of our 62 counties. George Bush had won 40 counties in New York just two years earlier.",1
Common Core expects English teachers to spend at least half of their reading instructional time at every grade level on informational texts.,0
"If they made no changes whatsoever, the [state employees pension] plan still had enough money to go forward for approximately the next 16 years.",0
Says its an old wives story that Margaret Thatcher told George H.W. Bush not to go wobbly.,0
"Oil companies ""haven't touched"" 68 million acres where they already have rights to drill.",0
"Phoenix, Arizona, Im told, is now the No. 2 kidnapping capital in the world, right behind Mexico City.",0
On the main GOP presidential debate:Not one candidate on the debate stage has military experience,1
Georgia is one of three states that effectively have no regulations whatsoever on lobbyists giving to legislators.,1
"Says Ron Johnson is benefiting from several super PACs, I am not.",0
I didnt raise taxes once.,0
"Says the health care law rations care, like systems in Canada and Great Britain.",0
"On Sandra Day O'Connor: ""I think one reason she was a good judge is she had no judicial experience"" before she joined the Supreme Court.",0
"In Massachusetts, half of the primary care doctors are not accepting new patients.",1
A proposed San Antonio ordinance will allow men into womens restrooms in the city.,0
John Cornyn backed his pal David Dewhurst for the U.S. Senate over Ted Cruz.,0
Says Scott Walker runs a state government that bans employees from talking about climate change.,0
"As a state senator, he (Obama) even refused to support a measure to stop sex businesses from opening near schools or places of worship!",1
We could cut unemployment in half simply by reclaiming the jobs taken by illegal workers.,0
"We are in the sixth year of recovery, and median income is below what it was at the start of the recovery.",1
The unemployment rate for folks whove never gone to college is almost double what it is for those who have.,1
"As a result of Obamacare, we are becoming something of a part-time employment country.",0
"Langevin votes the party line about 98 percent of the time.""",1
"There is no $30 million pot of money for redistricting issues, including defending redistricting lawsuits. Your tax dollars are not being spent on anything like that.",0
"If you are going to kill the families of terrorists, realize that theres something called the Geneva Convention were going to have to pull out of.",1
We dont show people playing these games. We dont show them winning playing the video lottery games.,0
"The states tax burden has, according to census figures released today, cost our state another 190,000 residents in 2009.",0
New business startups are at the lowest levels in 30 years.,1
Says that U.S. Sen. Marco Rubio says troops are leaving Iraq too fast.,1
Says the top 20 percent of income earners pay nearly 70 percent of all federal taxes.,1
"In the last two years, super PACs raised more than $180 million -- with roughly half of it coming from fewer than 200 super-rich people and roughly 20 percent from corporations.",1
"ISIS is right now crucifying Christians in Iraq, literally nailing Christians to trees.",0
The Dallas Cowboys cant put a sticker on their helmets for the 5 police officers who were killed.,1
The fastest-rising expense in the U.S. Defense Department is health care.,1
Texas is growing twice as fast as the rest of the country.,1
On the importance of an independent voting record,0
A 50-50 public-private split for paying for a new Milwaukee Bucks arena would be much better -- in terms of the portion of the public financing -- than most of the other arena projects done around the country.,1
There are more pain clinics in Broward County than there are McDonalds in Broward County.,1
Former President George W. Bush and former Vice President Dick Cheney are unable to visit Europe due to outstanding warrants.,0
The stimulus bill contains $20 million for the removal of small to medium-sized fish passage barriers and $25 million to rehabilitate off-roading trails for ATVs.,1
Senator McCain voted against the Bush tax cuts. Now he's for them.,1
ISIS is making millions of dollars a week selling Libyan oil.,0
The federal government is spending 25 percent of our entire economy versus 100 years ago we spent only 2 percent.,1
"After today, @GovJayNixon will have been overridden more times than all previous governors in #MO history #moleg",1
"Rick Scott's former health care company, Columbia/HCA, committed ""fraud.""",1
"President Obama himself attempted to filibuster Justice Alito, who now sits on the Supreme Court.",1
Polling shows that nearly 74 percent of National Rifle Association members support requiring background checks for all gun sales.,1
Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks.,1
Daniel Webster said he's out. Now he says he's in.,1
"Under my platform, I will make no changes to the current (Medicare) system for current retirees and anyone approaching retirement.",0
"Since Volvo spurned Georgia for South Carolina in early May, some 3,455 jobs promising more than $800 million in investments have come to the Peach State.",1
FDR was called a socialist and a communist.,1
"Over the last four years, the deficit has gone up, but 90 percent of that is as a consequence of President George W. Bushs policies and the recession.",0
This is the only state in the country that bypassed the General Assembly to authorize [in-state tuition for undocumented immigrants].,1
Says a new national poll shows the majority of the American people believe we should have a gold standard for U.S. currency.,0
Says Barack Obama is trying to slash funding for the Armed Pilots Program designed to prevent terror attacks.,1
Even our nuclear arsenal doesnt work. It came out recently they have equipment that is 30 years old. They dont know if it worked.,0
"If you log into the governments Cash for Clunkers Web site (cars.gov) from your home computer, the government can seize all of your personal and private information, and track your computer activity.",0
"In 2009, the state Legislature passed more than $5 billion in tax increases.",0
Right now were the highest taxed country in the world.,0
"In the first round of repayments from financial institutions that received TARP money, the government has actually turned a profit.",1
"Says he has seen Border Patrol signs near the Mexico border in English, Spanish and Chinese.",1
"Says Harry Reid, when asked about the Republican field, said the Republican he likes the best is Donald Trump, and he said, because I can work with him. Hell cut deals.",0
"Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash.",0
"Says over the last 48 years, every governor at the midterm of his first term or her first term has lost seats in the Legislature, with the exception of Jim McGreevey in 2003.",1
The Georgia Regional Transportation Authority concluded that light rail in Cobb County would more than double commute time and would therefore be unsuccessful in alleviating traffic congestion.,0
I have not said that I was a single-payer supporter.,0
"Since Gov. Nathan Deal office in 2011, the states rainy day fund has grown by 643 percent.",1
Says President Barack Obama built this $16 trillion debt.,0
The IRS is going to be in charge of our health care.,0
Says Obama is only president in history who has deliberately removed the words endowed by their Creator when referring to the Declaration of Independence.,0
Says Donald Trumps presidential victory was an electoral landslide.,0
Wisconsins rainy day fund is 165 times bigger than when we first took office.,1
Says opponent Ted Cruz has not led businesses.,1
Says Donald Trump thinks stop-and-frisk is fine.,1
This is a test of the Share the Facts widget.,1
"Says as Co-Chair of the Joint Ways Means Committee, I secured the key piece of funding for the Portland-Milwaukie Light Rail project bridge.",1
"To give the proposed economic stimulus plan some perspective, ""if you started the day Jesus Christ was born and spent $1 million every day since then, you still wouldnt have spent $1 trillion.""",1
"Says lawyer appointed by Eric Holder to investigate government leaks helped and donated to Obamas campaign, vetting vice presidential prospects.",1
"As the Democrats finally maxed out their government spending credit card Monday, Kurt Schrader continued to stand with his party leaders in failing to offer any viable long-term solution.",0
Could I just point out that ... I seem to get the first question all the time?,1
The deficit this year could pay all of the 2013 salaries of every professional baseball player for the next 248 years.,1
The city of Portland has won more national Constitution contests than any city in America.,1
"Mr. President, multiple times from your administration there have come statements that Republicans have no ideas and no solutions on health care.",1
There will be no public funding for abortion in this legislation.,1
Says Virginia is the biggest state that does not have a major league sports team.,1
"Not only is there no scientific evidence that CO2 is a pollutant, higher CO2 concentrations actually help ecosystems support more plant and animal life.",0
"Mike Martinez cut a deal with prosecutors to avoid facing possible jail time and stuck us with his $24,657.50 legal bill.",1
"In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010.",1
Guantanamo detainees get taxpayer-paid-for prayer rugsthey had honey-glazed chicken and rice pilaf.,1
Says about 25 Texas cities and 39 states have banned texting while driving.,1
"For the new state budget, ""Floridians have sent us $3 billion less of their funding.""",0
The Bush tax cuts created about 8 million jobs over the first 10 years that they were in existence. Weve lost about 5 million of those jobs during this recession.,0
They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.,0
Saudi Arabia is the only Muslim country out of 47 Muslim-majority countries where women cannot get licenses to drive.,1
"If you look at the benefits and wages of recorded federal employees, they far outstrip the market rates of the private sector.",1
Says ending the direct payment farm subsidy program could save up to $28.4 billion over ten years that could be used to reduce the deficit.,1
"Says Marco Rubio said that people who essentially dont agree with him, ought to leave the country, like Keith Olbermann.",1
"Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy.",1
Sen. Obama worked on some of the deepest issues we had and was successful in a bipartisan way.,1
Says Mitt Romney suggested that employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage.,1
"Says the Republican Party platform says pull back even more of the rules on campaign finance reform, get rid of McCain-Feingold while the Democratic Party platform says we want to find a way to put more fair rules on campaign finance reform.",1
"Before I was governor, tuition was skyrocketing and we stopped that. We capped and then we froze college tuition.",1
DeKalb County has cut more money from its general fund budget than any local government in the Atlanta metro region.,1
"Rubio's tax swap proposal ""would have been a massive tax increase.""",0
"Says the mayors job is to make sure that if somebody is trying to build a set of water treatment plants to cure us from cryptosporidium we dont have, we dont say yes even if CH2M Hill wants us to.",0
"In the mid 1990s, in our state, (Florida was) No. 1 in violent crime in America. ... The only concern I had was for the citizens of Florida, who were subjected to a violent crime every three minutes and 45 seconds.",1
Says Scott Walkers listening sessions are invite-only and excluding the press.,1
The right-to-work states are creating a lot more jobs today than the heavily unionized states.,1
The leader of ISIS was imprisoned by American troops and ordered released to Iraq by Obama administration in 2009.,0
Del. Ben Chafin took money away from Southwest Virginia schools while votingto build a politicians palace.,0
Spending of government money is 17 percent less than it was a decade ago.,1
"Under changes being debated, state employees in Wisconsin who earn $30,000, $40,000, $50,000 a year might have 20 percent of their income just disappear overnight.",0
"North Korea has a substantial standing army, one of the largest, certainly the largest per capita, in the world.",1
"If an Iranian woman shows too much hair in public, she risks being beaten or killed.",0
Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he votes about 66 percent with his own party.,1
He has ushered in $3 billion in new investment.,0
Says Romney flip-flopped on abortion.,1
Says Hillary Clinton wants to essentially abolish the Second Amendment.,0
Many of the top officials at the Port Authority earn more money than the governors of the states that have jurisdiction over them.,1
"In the 80s, Democrats promised spending cuts, but delivered only tax hikes.",0
Only half of the murders in the city of St. Louis get solved.,1
The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that they're engaging in discussions with terrorists or about criminal activity.,1
"The Baucus health care bill ""could be used to ban guns in home self-defense.""",0
"Gov. Scott Walker received a $7,300 pay raise.",0
Tennessees grocery tax is one of the highest in the nation.,1
"The 48, 49 percent that supports President Barack Obama are people who pay no income tax.",0
Says President Barack Obama is sending a much larger (force) to deal with Ebola than ISIS is getting.,0
U.S. Senate Majority Leader Harry Reid on whether Senate Democrats would seat Roland Burris.,0
The United States is numberonein the world in energyresources;Russia isnumber two.,1
Says Hillary Clinton wants to increase Syrian refugees to this country by 550 percent.,1
We are at a 40-year low in our crime rate in our state.,1
Says New Jerseys tenure law has now been reformed to say that if teachers get two years of partially effective or ineffective ratings they lose tenure.,0
"Says climate scientist James Hansen says we have until perhaps 50 years from now, or maybe a little longer and at that point, we are looking at 10, 20, 30 feet of sea-level rise.",0
More people are losing their insurance (due to Obamacare) than are becoming newly insured.,0
My numbers are better right now than Ronald Reagans numbers were with Jimmy Carter.,0
"The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on.",1
The racial and ethnic makeup of the Gwinnett County Sheriffs Office mirrors the community it serves.,1
The city of Clarkston cant decriminalize marijuana. Only state legislators and Congress can do that.,1
A Democratic poll operation shows that Fox News is the most trusted news operation in the country.,1
"It was (Rob Portmans) job to stop Chinas illegal dumping of steel. He failed, looked the other way, did nothing.",0
Says Mitt Romney has flip-flopped on abortion rights.,1
Fox News said the New Black Panther Party decided the election for Barack Obama.,0
"(Obama) did accept donations from lobbyists and PACs and he spent money in this campaign from that, through his political action committee.",1
The world food demand is going to double sometime between now and 2070.,1
Every major study that has been done by a legitimate group ...shows that there are hundreds of thousands of jobs to be created if you pass our (cap-and-trade) legislation. And if you wind up pricing carbon.,0
Forty percent of the country is going to be in states that are tolerant of gay marriage or at least civil unions.,1
The president is advocating a drone strike program in America.,0
"There have been multiple media reports about (Donald Trumps) business dealings with the mob, with the mafia.",1
Says state Rep. Fred Clark (D-Baraboo) ran a red light and seriously injured a bicyclist.,1
He's promising four more years of an administration that will push for the privatization of Social Security...,0
The Austin Independent School Districts graduation rate reached an all-time high of 82.5 percent in 2012.,1
Says in the last five years Senate Republicans have placed a filibuster on every piece of legislation and every nominee.,0
Says six of the states 58 family planning centers had to close because of Gov. Chris Christies budget cuts.,1
"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",0
"Thanks to #ObamaCare, average E.R. wait in California is 5 hours.",0
It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces.,1
Says Rep. Justin Amash votes more with the Democrats than with the Republicans.,0
"The balanced-budget amendment once came within one vote of passing Congress but was defeated because of the no vote from a top Senate Republican, and Rick Santorum says he stood up and called for him to resign his chairmanship.",1
"Californias Capitol building is second only to Disneyland, among visitor sites in the state.",0
"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.",1
Says Barack Obama never worked in the private sector before he was elected president.,0
"Ive also offered a plan that can help (fix Social Security) thats supported by Robert Reich, secretary of labor previously, in a previous administration.",0
"Says Wisconsin Gov. Scott Walkers actions are directly responsible for killing at least 15,000 jobs.",0
"47 percent of Americanscant pay for an unexpected $400 expense through savings or credit cards, without selling something or borrowing money.",1
House Appropriations Chair David Obey's partial earmark ban wouldn't apply to 90% of earmarks.,1
The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2.,0
"While others place their hands over their hearts, Obama turns his back to the flag and slouches.",0
"Steve Poizner ""increased his department's budget nearly 14 percent.""",0
"Ken Buck wants to outlaw abortion, even in cases of rape or incest.",1
"While Mayor Kenney personally doesnt support DROP, he cant fault highly qualified city employees for appropriately utilizing a benefit thats available to them.",0
Says Scott Walker enacted the biggest cuts to education in our states history.,1
"When George Bush took office, President Clinton, a Democrat, and the Democratic Congress at the time had left an annual budget that was in surplus.",0
The property appraisers budget is $1 million less today than when I took office 16 years ago.,1
"Let's pay attention to kids who are not going to college, which ends up being about 60 percent of the kids... and get them trained for the jobs that are there. Because, you know, there are auto mechanic jobs paying $50,000, $60,000 that they can't get filled. There are airline mechanic jobs paying a lot of money that can't get filled. Remarks at AFSCME forum 6/19/2007",1
I am every year the No.1 pick of all of the law enforcement agencies within Texas.,0
We were told there would never be a case of Ebola in the United States.,0
Two days of interest we pay to China is enough to buy one joint strike fighter [jet].,1
Our larger domestic threat is from racial supremacist groups.,0
Says in 2012 Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote.,0
On support for the Export-Import Bank,0
Says he didnt have an involvement withnutritional supplement company Mannatech.,0
We worked together to enact ... the largest tax cut in Florida history.,0
Bill Nelson actually voted in favor of higher taxes 272 times.,0
We spend less than 2 percent more every year. That is the lowest increase in spending since they have been keeping numbers.,1
President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions.,0
"By the end of Governor Rick Perry's term, he will have drained Texas taxpayers ... of more than $360,000 to pay for the rental mansion he has been living in while the historic Governor's Mansion is repaired.",1
"From 2008 to 2011, the pages in the conforming bills have gone from 400 pages to 2,200.",1
Public employees receive something like 25 percent of the paychecks that are issued in Rhode Island.,0
The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.,0
"As a Member of Congress, Chris Murphy was raking in $1 million in salary.",0
"The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders, and the Clinton campaign is continuing this ploy against Donald Trump.",0
"Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants.""",0
Says Gov. Scott Walker is cooking the books by releasing numbers he just dreamed up that show Wisconsin gained jobs in 2011.,0
"Under Gov. Scott Walkers public-school budgets, a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school.",0
"You can go to Georgia and make about $6,000 more a year as a teacher.",1
"We have ten different tax brackets and if youre making $9,000, youre already in the top tax bracket.",0
"For the first time since 1990, American manufacturers are creating new jobs.",0
"Household income in America has gone down for families an average of $4,000 in the last four years while it went up $5,000 under Mitt Romney when he was governor of Massachusetts",0
Says he has never voted for raising taxes.,1
Says Bill Clinton and George Bush both say build the Keystone XL.,1
The Affordable Care Act is not the law of the land.,0
Less than 10 percent of Obamas Cabinet appointees have any experience in the private sector.,0
"John McCain's health care plan ""won't guarantee coverage of cancer screenings or maternity care.""",1
Says Dick Cheney supported gay marriage soonerthan Hillary Clinton.,1
The annual gross domestic product of metro Atlanta is bigger than 28 states in the union.,1
"In 2006, Charlie Crist opposed in-state tuition for illegal immigrants.",1
Says that Sherrod Brown voted to cut Medicare by over $500 billion in order to fund government-run health care.,0
"Usually it's about $900 a month to get health coverage. (Florida's program has) reduced that, on average, to about $150 a month.",0
On same-sex marriage,0
"Says state Sen. Morgan Carrolls votes made it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first.",0
Says the vaccine to prevent HPV can cause mental retardation.,0
"A far different picture from the prior eight years, which saw 115 increases in taxes and fees.",1
Theres a big chunk of the country that thinks that I have been too soft on Wall Street.,1
"The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade.",1
Barack Obama opposed a bill that would have saved Gianna Jessen's life.,0
I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.,0
"Says his elections proposal would allow a potential of 168 hours (of early voting), which I think is the most weve ever had.",1
Members of the public are being charged $50 to hear Gov. Scott Walker and a dozen members of his administration talk about jobs and the economy at Lambeau Field.,1
Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.,0
Says half the Americans dont pay any income taxes.,1
Hate speech is excluded from protection under the First Amendment.,0
The top 1 percent of income-earners pay about 40 percent of all taxes into the federal government.,0
More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began.,0
"Re: (Marco) Rubios support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.",1
"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",0
"The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities ""at the last minute in midnight phone calls.""",1
Says city leadership is threatening to lay off police and emergency services personnel to balance the budget.,0
One out of every three automobile fatalities can be attributed to alcohol.,1
A million people could get health insurance right away if Texas expanded Medicaid under Obamacare.,1
"Says MarkKirk called for the mass arrest of 18,000 African Americans andwas apparently fine with Trumps #StillTooRacist call for mass deportation.",0
Warren Buffett called credit default swaps financial weapons of mass destruction. And Greene was the first individual to use them.,1
The murder rate in Atlanta is on the rise this year.,1
George Allencast the deciding votefor the 2003Bushtax cuts.,0
As governor of Florida I defunded Planned Parenthood.,1
"German citizens were disarmed by their government in the late 1930s, which allowed the Nazis to carry out their evil intentions with relatively little resistance.",0
"Before this (federal health care) law was enacted, Florida parents ...were able to purchase inexpensive child-only coverage for their children. The laws consumer protections have now eliminated that choice in Florida.",0
This Congressadjourned earliest of any time in congressional history before an election.,0
Forty-six cents of every dollar Ohio could get for Medicaid expansion is going to come from China or some other country that doesnt like us very much.,0
Congressman Nye voted against a bill which would have defunded the $5-10 billion the IRS needed toimplement health care legislation.,0
Greece has a GDP the size of the Dallas-Fort Worth Metroplex.,1
"Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress.",1
On the Trans-Pacific Partnership.,0
"Obama's Ten Point Plan to 'Change' The Second Amendment.Ban the manufacture, sale and possession of handguns.",0
Weve had Muslims in America since George Washington.,1
Says Bernie Sanders opposes requiring all children to have a K-12 education.,0
"As Alaskas attorney general, (U.S. Senate candidate Dan) Sullivan successfully fought to protect our Second Amendment rights and passed stand your ground.",0
"Says his political opponents brought 100,000 protesters into our state.",0
"Texas #2 in nation for new gun purchases, behind California.",0
Productivity has risen 18 percent ...yet wages have stayed flat... There are 5-million more people in poverty here in our country than there were in 2000.,1
The president gave the (auto) companies to the UAW.,0
"Since World War II, only Gerald Ford and Bill Clinton have had worse ratings after seven months than President Obama.",1
"Under Barack Obama's health care proposal, ""if you've got a health care plan that you like, you can keep it.""",1
"The major immigration issue was about Poles, and Bulgarians, and Romanians, and that they werent contributing economically. The unemployment rate among Poles in Britain is lower than the unemployment rate among Brits.",1
"Under the health care law, everybody will have lower rates, better quality care and better access.",0
Trumps Health Secretary Pick Wants a Medicare Phaseout by Summer 2017.,0
Health insurance companies deny 1 out of 5 treatments prescribed by doctors.,0
"The United States is no longer top nation in the globe on infrastructure, having fallen to 15th.",1
Says the United States does not trade as much as other developed nations.,1
Ted Cruz was the longest-serving solicitor general in the history of Texas.,1
Polls on legalizing same-sex marriage are not dramatically changing.,0
"The McCain campaign ""did not elaborate"" on Obama's ties to ACORN.",0
"In the House health care bill, ""Something like 2 percent of the people would [be] eligible even to get the public option.""",0
Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare $882-billion worth.,0
Says Oregons political tax credit is something every state should have and no other state does.,0
President Barack Obamas policies have resulted in gas prices being reduced from $3.07 per gallon when he was sworn in in 2009 to $2.30 today.,0
"When (Marcy) Kaptur fought for the Democrats prescription drug benefit for seniors, (Dennis) Kucinich voted no.",0
I released the most extensive financial review of anybody in the history of politics. You dont learn much in a tax return.,0
Wisconsins effective unemployment rate is 20 percent.,0
The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department.,1
Congresswoman Ros-Lehtinen has long record of voting against VA backlog fixes.,0
Among his (Obama's) pet projects is a bill ... which would commit the U.S. to spending 0.7 percent of gross national product on foreign aid.,0
"Says that under President Obama, theres been a substantial increase in federal government jobs.",0
I am the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.,0
The Ukraine Orange Revolution in 2004 was the first color revolution.,0
The health bill's plan for comparative effectiveness research would be used by the government to ration care.,0
"Under Gov. Kasich, Ohio wages have increased by $10.3 billion.",1
"New carbon regulations will increase electric bills by $17 billion every year and potentially put an average of 224,000 more people out of work every year.",0
Qataris dont really work.,0
"New Jersey has the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average.",1
"We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.",1
"Just on the issue of immigration alone, it is next to impossible to find a policy difference between (Donald) Trump and Congressman (Joe) Heck.",0
Says property insurance rates are going up because Rick Scott signed a bill preventing the state from regulating insurance.,0
"John McCain ""said publicly that Hillary Clinton would make a good president.""",1
Ron Klein sponsored an amendment that specifically allows price gouging.,0
"We reduced the government workforce by 13,000, 11 percent, during my eight years.",1
China owns more of our bonds than do Americans.,0
Governor Palin is the most popular governor in the country.,1
I'm pro-life. He's not.,0
The founders of New Hampshire came up with the motto Live Free or Die.,0
Economic Development Commission Executive Director Keith Stokes sent me a letter and he said the taxpayers will never be on the hook for these bonds for 38 Studios.,1
"Bill McCollum explained his lack of action on mortgage fraud by saying, ""You can't do everything.""",1
"The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.",1
"If the space-shuttle program is terminated, Russia and China will be the only nations ...with the capability to launch humans into space.",1
"Says she couldn't take stimulus money because it required ""universal building codes.""",0
Almost 10 percent of Canadians came to visit Florida last year ... (Canadians) buy 7.4 percent of our homes in the state.,1
The Iran deal trusts the Iranians to inspect themselves.,0
Initial efforts to strip airport contractors of their special diversity status has no effect on the contracts or the citys diversity goals.,1
More women were killed by their husbands or boyfriends since Sept. 11 than all the Americans who were killed by 9/11 or in Afghanistan and Iraq.,1
"In most Muslim countries, We cant have a church. Were not able to build synagogues. Its forbidden.",0
Says award-winning Milwaukee Public Schools teacher Megan Sampson was laid off because Gov. Scott Walker cut state aid to education.,0
"Says President Barack Obama said when we got bin Laden, terrorism problem solved.",0
"Says Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.",1
On whether Barack Obama was born in the United States.,0
"The merger of Georgia State University and Georgia Perimeter College will make GSU one of the largest universities in the nation, with more than 54,000 students.",1
"You are three times more likely to be able to get a mortgage if youre a white applicant than if youre black or Hispanic, even if you have the same credentials.",0
America is No. 1one in oil and gas.,1
